ChangeType,branch_code,FieldName,OldValue,NewValue
Added,05645,,,"{""name"": ""VENGAMEDU"", ""branch_code"": ""05645"", ""address"": {""line1"": ""H NO: 436/2"", ""line2"": ""SALEM MAIN ROAD"", ""line3"": ""NEAR WATER TANK BUS STOP"", ""city"": ""VENGAMEDU"", ""pincode"": ""639006""}, ""email"": """
Added,05647,,,"{""name"": ""MUZAFFARNAGAR VERMA PARK"", ""branch_code"": ""05647"", ""address"": {""line1"": ""H NO: 84, LIGHT HOUSE, PACHENDA ROAD"", ""line2"": ""LAL BAGH, OPP: SHEKHAR NURSING HOME"", ""line3"": ""GANDHI COLONY, VERMA"
Added,05646,,,"{""name"": ""C.S.N SHIVAJI NAGAR"", ""branch_code"": ""05646"", ""address"": {""line1"": ""PLOT NO: 21/G.N.S.1, DEVGIRI HILLS"", ""line2"": ""NEAR CIDCO POWER HOUSE, SHIVAJI NAGAR"", ""line3"": ""CHHATRAPATI SAMBHAJI NAGA"
Added,05648,,,"{""name"": ""NASHIK DHRUV NAGAR"", ""branch_code"": ""05648"", ""address"": {""line1"": ""ROW HOUSE-3, PLOT NO-107/3"", ""line2"": ""GANGAPUR ROAD"", ""line3"": "" OPP: GOPINATH MUNDE WATER TANK, DHRUV NAGAR"", ""city"": ""NA"
Modified,04774,mobile,"9717449339, 9643816796","9643816796, 8800985995"
Modified,05135,name,TIHU,TIHU (NALBARI)
Modified,04266,address.line2,"NEAR SAI MANDIR, INDIRA COLONY","NEAR SAI MANDIR, INDIRA COLONY, JALKHEDA ROAD"
Modified,03006,address.line2,"MAHALAXMI CHOWK, THAKARE NAGAR","MAHALAXMI CHOWK, VINAYAK MANDIR ROAD"
Modified,03006,address.line3,N-2 CIDCO,"THAKARE NAGAR, N-2 CIDCO"
Modified,03006,address.city,AURANGABAD,C.S.N
Modified,03006,district,Aurangabad,CHHATRAPATI SAMBHAJI NAGAR
Modified,03006,name,AURANGABAD CIDCO N2,C.S.N CIDCO N2 MAHALAXMI CHOWK
Modified,02545,contact,0172- 2637530,
Modified,01356,address.line2,NEAR INDO-US HOSPITAL,"NEAR INDO-US HOSPITAL, SHYAMKARAN ROAD"
Modified,01356,contact,040- 23746121,
Modified,02328,contact,022- 24314267,
Modified,01472,address.city,ULHASNAGAR,ULHASNAGAR 4
Modified,01472,contact,"0251-2584443, 2520339",
Modified,01472,name,ULHASNAGAR KURLA CAMP ROAD,ULHASNAGAR 4 KURLA CAMP ROAD
Modified,01472,mobile,9890806529,"9890806529, 9503840251"
Modified,00487,address.line2,"9TH MAIN, NEAR NIRMITHI KENDRA","1ST MAIN ROAD, BOGADI NORTH"
Modified,00487,address.line1,"D.NO: 428, NANDA DEEPA",D.NO: 2112
Modified,00487,address.line3,BOGADI NORTH,MYSURU
Modified,00487,contact,0821- 2598161,
Modified,00487,coords,"['12.3088307000', '76.6085820000']","['12.3078700000', '76.6077400000']"
Modified,00487,mobile,7760914929,7975493524
Modified,03837,address.line2,"ATMASHANTI BHAWAN, NEAR POST OFFICE","NEAR POST OFFICE, SBI ROAD"
Modified,03837,address.line1,FLAT NO: 1098/10,"FLAT NO: 1098/10, ATMASHANTI BHAWAN"
Modified,03837,email,,modelcolony.pun@bkivv.org
Modified,00571,address.line2,NEAR DR. PIMPARKAR HOSPITAL,"NEAR DR. PIMPARKAR HOSPITAL, AJIJPUR ROAD"
Modified,00571,address.line3,"AJIJPUR ROAD, EKATA NAGAR",EKATA NAGAR
Modified,00571,contact,07262-242724,
Modified,00571,mobile,"9604796989, 9834195036",9834195036
Modified,02053,mobile,"9423775405, 7385917621","9175944609, 9423775405"
Modified,01990,address.line2,"NISARG APARTMENT, JANTA COLONY","NISARG APARTMENT, JANTA COLONY, BARMATI-AHMEDNAGAR ROAD"
Modified,01990,address.line3,"BARMATI-AHMEDNAGAR ROAD, DAUND",DAUND
Modified,01990,name,DAUND,DAUND (PUNE)
Modified,01990,email,,daund@bkivv.org
Modified,03869,address.city,AURANGABAD,C.S.N
Modified,03869,district,Aurangabad,CHHATRAPATI SAMBHAJI NAGAR
Modified,03869,name,AURANGABAD WALUJ,C.S.N WALUJ
Modified,00676,contact,02584-250681,
Modified,00676,name,RAVER,RAVER (MAH)
Modified,00211,contact,"079-26406397, 26408696",
Modified,90006,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,02766,address.line2,"OPP:BABA BALAKNATH MANDIR, NANGLOI-NAJAFGARH ROAD","OPP:BABA BALAKNATH MANDIR, GALI NO:9, NANGLOI-NAJAFGARH ROAD"
Modified,02766,mobile,"9315028901, 9990460494","9315028901, 9990460494, 9990460417"
Modified,02908,section,00653,02908
Modified,01761,address.line2,HIMACHAL SARANI,"HIMACHAL SARANI (ROAD), WARD NO-40"
Modified,01761,address.line1,'DIVYA DHAM',"'DIVYA DHAM', PLOT NO: 93"
Modified,01761,mobile,"7001445011, 9593977965",9593977965
Modified,02839,district,Ahmednagar,AHILYANAGAR
Modified,02839,mobile,9921738085,9766888795
Modified,05615,address.city,AURANGABAD,C.S.N
Modified,05615,name,AURANGABAD CIDCO N5,C.S.N CIDCO N5
Modified,05223,address.line1,KHASADA NO: 1962,KHASRA NO: 1962
Modified,05223,email,,muruna@bkivv.org
Modified,00044,address.line2,"B-79, BRAHMA KUMARIS MARG",BRAHMA KUMARIS MARG
Modified,00044,address.line1,"SHIV DARSHAN GYAN MANDIR, SADHNA KUNJ","H.NO: B-43A, SHIV DARSHAN GYAN MANDIR, SADHNA KUNJ"
Modified,04399,address.line2,"OPP: RISE 'N' SHINE COMPANY, THEUR ROAD","OPP: RISE 'N' SHINE COMPANY, THEUR ROAD, GANESHWADI"
Modified,04399,address.line3,"GANESHWADI, TAL: HAVELI",TAL: HAVELI
Modified,04399,name,THEUR,THEUR (PUNE)
Modified,03338,email,,didwana@bkivv.org
Modified,03338,mobile,"8619144125, 9413710866",9413710866
Modified,03335,address.line2,"NEAR SAKAR CLASSES, INDRAPRASTHA COLONY","NEAR SAKAR CLASSES, INDRAPRASTHA COLONY, NAMPUR ROAD"
Modified,03335,address.line3,"NAMPUR ROAD, SAMARTH NAGAR",SAMARTH NAGAR
Modified,02844,address.line1,BEHIND GLOBE AUTOMOBILE,"BEHIND GLOBE AUTOMOBILE, PLOT NO: 110"
Modified,01903,address.line2,"NEAR SAI BALRUGNALAYA, SHYAMJI NAGAR","NEAR SAI BALRUGNALAYA, SHYAMJI NAGAR, BRAHMAKUMARIS STREET"
Modified,01903,address.line3,SATPUTE ROAD,
Modified,01903,contact,02555-224564,
Modified,02542,email,,charampa@bkivv.org
Modified,02542,mobile,9437931484,"9437931484, 8249683944"
Modified,01540,mobile,"9459090967, 9459753300",9459090967
Modified,02971,mobile,9860878963,"9860878963, 8999233121"
Modified,01861,address.line2,PANKAJ AASMAN SOCIETY,AZAD CHOWK
Modified,01861,address.line1,"SR NO: 74/2, FLAT NO: 7, 1ST FLOOR, J BUILDING","HOUSE NO:403, KORBHAN DHAM BUILDING"
Modified,01861,address.line3,"SANT NAGAR, LOHGAON",LOHGAON
Modified,01861,coords,"['18.5974820000', '73.9296230000']","['18.5967360000', '73.9266690000']"
Modified,01861,mobile,8007334825,7499485079
Modified,03322,address.line2,MOTA KOLIWADA,"NEAR HOTEL THE FERN RESIDENCY, SOMNATH BYPASS ROAD"
Modified,03322,address.line1,HOUSE OF DR.PRADEEP BHAI C. AHUJA,"PLOT NO: 6,7,8,9  SHIV ABHISHEK"
Modified,03322,address.line3,"PRABHAS PATAN, THE: VERAVAL","PRABHAS PATAN, TAL: VERAVAL"
Modified,03322,address.city,SOMANATH  (PRABHAS PATAN),SOMNATH  (PRABHAS PATAN)
Modified,03322,coords,"['20.8919867000', '70.4023633000']","['20.8970840000', '70.4088610000']"
Modified,03322,name,SOMANATH  (PRABHAS PATAN),SOMNATH  (PRABHAS PATAN)
Modified,03322,email,bhalka.vrl@bkivv.org,
Modified,03322,mobile,9106860668,9898710785
Modified,05050,address.line2,"TATY GHARPURE MARG, SRI SWAMI SAMARTH NAGAR","VP ROAD, NEAR SIKKA NAGAR"
Modified,05050,address.line1,"FLAT NO: 74B, GROUND FLOOR, BLDG. NO: 6","FLAT NO: 111, 1ST FLOOR, B- WING, LIFESCAPES SHUBHAM"
Modified,05050,address.line3,"MUGBHAT, GIRGAON",GIRGAON
Modified,05050,coords,"['18.9537340000', '72.8222880000']","['18.9567400000', '72.8215600000']"
Modified,05050,mobile,"9137595956, 8928480255","9869454542, 9136563690"
Modified,01346,contact,02324- 220432,
Modified,01346,email,,bkivvgargoti@gmail.com
Modified,01346,mobile,"9405558498, 9420888172, 9421367675","9405558498, 9421367675"
Modified,03163,address.line2,MATAKHEDI SAONER ROAD,"PATIRAMWADI, NEAR SAONER ROAD"
Modified,03163,address.line1,H.NO: 2255,H.NO: 225 AND 284
Modified,03163,address.line3,"WARD NO:5, TAL: SAONER","WARD NO:5, MALIPURA, TAL: SAONER"
Modified,03163,coords,"['21.4208940000', '78.9807240000']","['21.4209000000', '78.9811350000']"
Modified,03163,name,KHAPA,KHAPA (NAGPUR)
Modified,03163,mobile,9766227337,"9766227337, 8999260649"
Modified,05522,address.line2,TAL: LAD BHADOL,SIMSA ROAD
Modified,05522,address.line3,,TAL: LAD BHADOL
Modified,02874,address.city,GULBARGA,KALABURAGI
Modified,02874,name,GULBARGA KAILASH NAGAR,KALABURAGI KAILASH NAGAR
Modified,01865,address.line3,"NEAR RAILWAY STATION, CHAKAN RD, TAL: MAVAL","NEAR RAILWAY STATION, CHAKAN ROAD, TAL: MAVAL"
Modified,01865,contact,02114- 227920,
Modified,04045,address.line2,"NEAR BUS STAND, POST OFFICE COLONY","NEAR BUS STAND, POST OFFICE COLONY, PETROL PUMP ROAD"
Modified,04045,address.line3,PETROL PUMP ROAD & PANTHARA ROAD,PANTHARA ROAD
Modified,04045,mobile,"9425337057, 9109370518","9425337057, 7999870012"
Modified,02837,address.line1,"'OM SHANTI BHAWAN', 5/154","OM SHANTI BHAWAN, H.NO:5/154"
Modified,02837,contact,08857-242109,
Modified,02837,email,,pasalapudi@bkivv.org
Modified,00814,address.line2,RAM GALLI NO: 8,DUSSEHRA MAIDAN RAJAPARK
Modified,00814,address.line1,"RAJA PARK, PLOT.NO: 8","PLOT.NO: 8, RAM GALLI NO: 8"
Modified,02560,address.line2,OPP: ABHINAV BALVIKAS MANDIR,"OPP: ABHINAV BALVIKAS MANDIR, PATEL COLONY, VINCHUR ROAD"
Modified,02560,address.line3,"PATEL COLONY, VINCHUR ROAD",
Modified,02560,name,YEOLA,YEOLA (NASHIK)
Modified,00050,address.line2,"D.D.A PLOT NO. 15, KRISHNA MARKET, GURUDWARA ROAD","KRISHNA MARKET, GURUDWARA ROAD"
Modified,00050,address.line1,MANAV KALYAN ADHYATMIC SANSTHAN,"MANAV KALYAN ADHYATMIC SANSTHAN, D.D.A, PLOT NO:15"
Modified,01575,address.line2,RAJENDRA PRASAD COLONY,"RAJENDRA PRASAD COLONY, VEEKO ROAD"
Modified,01575,address.line1,"910, C-BLOCK","PLOT NO: 910, C-BLOCK"
Modified,01575,address.line3,VEEKO ROAD,
Modified,01575,email,,jaisalmer@bkivv.org
Modified,00128,contact,"0674- 2543241, 2545611",0674- 2545611
Modified,00128,mobile,"9437206407, 8249252426","8249252426, 9437206407"
Modified,02274,address.line2,NEAR GOVT. GIRLS HOSTEL (AISECT),"NEAR GOVT. GIRLS HOSTEL (AISECT), KUDANA ROAD"
Modified,01095,address.line2,NEAR LOHANA WADI JEEN PLOT,"SURYODAY RESIDENCY, PANADAR ROAD"
Modified,01095,address.line1,"'ATMA CHINTAN BHAVAN',S.NO.918","PLOT NO: 60, ATMA CHINTAN BHAVAN"
Modified,01095,address.line3,BEHIND OLD BUS STAND,"NEAR BUS STAND, KODINAR"
Modified,01095,coords,"['20.7963278000', '70.7076680000']","['20.7863090000', '70.6994610000']"
Modified,01095,email,bhalka.vrl@bkivv.org,
Modified,01095,mobile,9327785515,"9898710785, 9327785515"
Modified,04748,address.line1,"SHANTI KUNJ, C/O: DEGAN BARMAN","PLOT NO: 408, SHANTI KUNJ"
Modified,02045,address.line2,"P.B.ROAD, RIVER VIEW","P.B.ROAD, RIVER VIEW, WARD NO: 18"
