ChangeType,branch_code,FieldName,OldValue,NewValue
Added,05672,,,"{""name"": ""AHMEDABAD HARI DARSHAN PARK"", ""branch_code"": ""05672"", ""address"": {""line1"": ""H NO: 177, SHIV DARSHAN "", ""line2"": ""MONY HOTEL ROAD"", ""line3"": ""ISANPUR NAROL CHOKDI"", ""city"": ""AHMEDABAD"", ""pinc"
Added,05670,,,"{""name"": ""FARIDABAD SECTOR 15"", ""branch_code"": ""05670"", ""address"": {""line1"": ""H.NO: 388"", ""line2"": ""NEAR VIDYA MANDIR PUBLIC SCHOOL"", ""line3"": ""OFF: TELEPHONE EXCHANGE ROAD, SECTOR 15 A"", ""city"": ""FAR"
Added,05656,,,"{""name"": ""USEHAT"", ""branch_code"": ""05656"", ""address"": {""line1"": ""H NO: 211"", ""line2"": ""SAHPUR ROAD, WARD NO-4"", ""line3"": ""TAL: DATAGANJ"", ""city"": ""USEHAT"", ""pincode"": ""243641""}, ""email"": """", ""contact"""
Added,05663,,,"{""name"": ""CHAKARBHATA"", ""branch_code"": ""05663"", ""address"": {""line1"": ""KHASRA NO: 351/26"", ""line2"": ""BEHIND ANURAG VIDHYA MANDIR, MAIN ROAD"", ""line3"": ""NEAR NAGAR PANCHAYAT BODRI"", ""city"": ""CHAKARBHATA"
Added,05674,,,"{""name"": ""GUDHA GORJI"", ""branch_code"": ""05674"", ""address"": {""line1"": ""H NO: 506"", ""line2"": ""BHORKI ROAD, NEAR SUMAN HOSPITAL"", ""line3"": """", ""city"": ""GUDHA GORJI"", ""pincode"": ""333022""}, ""email"": """", ""c"
Added,05667,,,"{""name"": ""GANDHINAGAR SARGASAN SIDDHIVINAYAK PARK"", ""branch_code"": ""05667"", ""address"": {""line1"": ""PLOT NO: 86"", ""line2"": ""SARGASAN CROSS ROAD, BEHIND SAHJAND SCHOOL OF ACHEVER"", ""line3"": ""SIDDHIVINAYA"
Added,05671,,,"{""name"": ""LONI RAM PARK EXTENSION"", ""branch_code"": ""05671"", ""address"": {""line1"": ""H NO: E- 1831, ANUBHUTI BHAWAN"", ""line2"": ""BUDH BAZAR ROAD,  NEAR PRIYADARSHINI PUBLIC SCHOOL"", ""line3"": ""RAM PARK EXT"
Added,05675,,,"{""name"": ""KHAIR (ALIGARH)"", ""branch_code"": ""05675"", ""address"": {""line1"": ""K.NO: 1047, SHIVANCHAAL"", ""line2"": ""OPP: SOMNA BYE-PASS ROAD"", ""line3"": ""MAHAVALI COMPLEX"", ""city"": ""KHAIR"", ""pincode"": ""20213"
Added,05657,,,"{""name"": ""SAHIBGANJ JIRWABARI"", ""branch_code"": ""05657"", ""address"": {""line1"": ""C/O: DR.AJAY, KR.SINGH AND RAJESH SINGH, H.NO: 0270000524000A1"", ""line2"": ""CHHOTA PANCHGARH, OPP: DR.KIRAN MALA NURSING HO"
Added,05659,,,"{""name"": ""HUTTI (RAICHUR)"", ""branch_code"": ""05659"", ""address"": {""line1"": ""H NO: 6-27/1, WARD NO-3"", ""line2"": ""SANTE BAZAR, NEAR BUS STAND, MAIN BAZAR"", ""line3"": ""TAL: LINGASAGUR"", ""city"": ""HUTTI"", ""pi"
Added,05668,,,"{""name"": ""JAIPUR SHIVPURI COLONY"", ""branch_code"": ""05668"", ""address"": {""line1"": ""A-73, HARI MARG"", ""line2"": ""INTERNATIONAL AIRPORT ROAD"", ""line3"": ""SHIVPURI COLONY, SANGANER THANE"", ""city"": ""JAIPUR"", "
Added,05660,,,"{""name"": ""BALLABGARH SIKRI"", ""branch_code"": ""05660"", ""address"": {""line1"": ""H NO: 226"", ""line2"": ""NATIONAL HIGHWAY MATHURA ROAD"", ""line3"": ""NEAR SHIV MANDIR, SIKRI, TEH: BALLABGARH"", ""city"": ""BALLABGAR"
Added,05673,,,"{""name"": ""RANCHARDA"", ""branch_code"": ""05673"", ""address"": {""line1"": ""H NO: 180"", ""line2"": ""KHAT VAS, NEAR RAMJI MANDIR"", ""line3"": ""TAL: KALOL"", ""city"": ""RANCHARDA"", ""pincode"": ""382115""}, ""email"": """", """
Added,05669,,,"{""name"": ""SUNDRUPUTTU"", ""branch_code"": ""05669"", ""address"": {""line1"": ""H.NO: 18-166, TTD KALYANAMANDAPAM"", ""line2"": ""NEAR GOVT. HOSPITAL, SAIBABA TEMPLE BESIDE ROAD"", ""line3"": ""W.NO:5, SUNDRUPUTTU COLO"
Added,05665,,,"{""name"": ""KAKINADA MADHURA NAGAR"", ""branch_code"": ""05665"", ""address"": {""line1"": ""H NO: 4-88"", ""line2"": ""NEAR GOKULAM"", ""line3"": ""MADHURA NAGAR"", ""city"": ""KAKINADA"", ""pincode"": ""533004""}, ""email"": """", "
Added,05666,,,"{""name"": ""RAZOLE"", ""branch_code"": ""05666"", ""address"": {""line1"": ""H NO: (7-71), DAIMOND BUILDING"", ""line2"": ""OLD LIBRARY STREET"", ""line3"": """", ""city"": ""RAZOLE"", ""pincode"": ""533242""}, ""email"": """", ""cont"
Added,05664,,,"{""name"": ""BADAPARI"", ""branch_code"": ""05664"", ""address"": {""line1"": ""KHATA NO: 438/367, PLOT NO: 587/2020, 588/2021, CHANDANPUR SAHI ROAD"", ""line2"": ""NEAR CHAMPAKESWAR TEMPLE"", ""line3"": ""TAL: TANGI"", ""c"
Added,05661,,,"{""name"": ""NARENDRA NAGAR"", ""branch_code"": ""05661"", ""address"": {""line1"": ""H NO: 283, ANTHWAL BHAWAN"", ""line2"": ""NEAR SHIV MURTI"", ""line3"": ""CIVIL LINE"", ""city"": ""NARENDRA NAGAR"", ""pincode"": ""249175""}, "
Added,05655,,,"{""name"": ""DHATARI"", ""branch_code"": ""05655"", ""address"": {""line1"": ""H NO: 64"", ""line2"": ""NEAR R.K. GENERAL STORE"", ""line3"": """", ""city"": ""DHATARI"", ""pincode"": ""283135""}, ""email"": """", ""contact"": """", ""coun"
Added,05662,,,"{""name"": ""VISAKHAPATNAM PENDURTHI"", ""branch_code"": ""05662"", ""address"": {""line1"": ""H NO: 139, GROUND FLOOR, H/O CHINNAPPALA NAIDU"", ""line2"": ""RAMALAYAM VEEDHI, ARAKU ROAD"", ""line3"": ""OLD PENDURTHI"", ""c"
Added,05658,,,"{""name"": ""HEBSUR"", ""branch_code"": ""05658"", ""address"": {""line1"": ""PLOT NO: 1011, SHARIP DESAI"", ""line2"": ""PETROL BUNK ROAD"", ""line3"": ""TAL: HUBLI"", ""city"": ""HEBSUR"", ""pincode"": ""581209""}, ""email"": """", "
Deleted,04729,,"{""address"": {""city"": ""KARJAGI"", ""line1"": ""SHIKSHAKAR VASATI NILAYA"", ""line2"": ""BEHIND VETERINARY HOSPITAL"", ""line3"": ""AMBEDKAR NAGAR"", ""pincode"": ""581112""}, ""branch_code"": ""04729"", ""contact"": """", ""coo",
Deleted,05321,,"{""address"": {""city"": ""KADAR CHOWK"", ""line1"": ""KHASRA NO: 315, FIRST FLOOR"", ""line2"": ""NEAR SHRI KALSER BABA ADARSH INTER COLLEGE"", ""line3"": ""USHET ROAD, LABHARI, KADAR CHOWK"", ""pincode"": ""243601""}, ""b",
Deleted,05151,,"{""address"": {""city"": ""GURUGUNTA"", ""line1"": ""PLAT NO: 12,13, MAIN ROAD"", ""line2"": ""SRI VENKATESHWARA KIRANI STORE"", ""line3"": ""OPP: POLICE STATION, TAL: LINGASUGUR"", ""pincode"": ""584139""}, ""branch_code"":",
Modified,03049,address.line3,TAL: SURAJPUR,"TAL: SURAJPUR, MANENDRAGARH ROAD"
Modified,00038,contact,011-23266456,
Modified,00038,mobile,9891977150,9873933179
Modified,01511,contact,01972-223976,
Modified,01511,mobile,9418046091,"7018384544, 9736366247"
Modified,02459,contact,,07146-359980
Modified,02459,name,SARNI,SARNI (BETUL)
Modified,02459,address.city,SARNI,SARNI (BETUL)
Modified,00437,contact,08375- 234712,
Modified,00437,address.line3,JAYADEVA NAGAR PLOT ROAD,
Modified,00437,address.line2,NEAR OLD D.C.OFFICE,"NEAR OLD D.C.OFFICE, JAYADEVA NAGAR PLOT ROAD"
Modified,05219,address.line1,"H NO: 15, H/O ANIL SAKALANI","H NO: 13, C/O GAMBHIR SINGH GUSAIN"
Modified,05219,address.line3,"COLLAGE ROAD, GABBAR CHOWK","WARD NO: 3, CHAMBA"
Modified,05219,address.line2,NEAR SATKAR HOTEL SALIVATION POINT,"COLLEGE ROAD, NEAR JOSHI HARDWARE"
Modified,05219,coords,"['30.3455190000', '78.3935970000']","['30.3454380000', '78.3938980000']"
Modified,03714,mobile,7987040372,"7987040372, 9691711063"
Modified,03714,address.line1,HOUSE NO: 84/1,SHIV DHAM
Modified,03714,address.line3,WARD NO: 8,WARD NO: 9
Modified,03714,address.line2,"MAHAVEER SWAMI MARG, NEAR JAIN TEMPLE","SAGWARIYA GHATI, NEAR SHRI RAM TEMPLE"
Modified,03714,coords,"['24.3075349000', '74.8912750000']","['24.3086050000', '74.8918300000']"
Modified,90006,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,00309,address.line3,"GOVT. HOSPITAL ROAD, TAL: JETPUR",TAL: JETPUR
Modified,00309,address.line2,"OPP. GOVT. HOSPITAL, RAMNAGAR SOCIETY","OPP. GOVT. HOSPITAL ROAD, RAMNAGAR SOCIETY"
Modified,00485,mobile,"7483361595, 9986554402",9986554402
Modified,04031,contact,08170-218100,
