ChangeType,branch_code,FieldName,OldValue,NewValue
Modified,02647,address.line2,TANA ROAD,"TAXASHILA SOCIETY, TANA ROAD"
Modified,02647,address.line1,"PAVAN DHAM, TAXASHILA SOCIETY","PAVAN DHAM, PLOT NO: 46/1"
Modified,02671,mobile,9997599106,"9997599106, 8630695923"
Modified,90007,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,00256,contact,0288- 2563438,
Modified,00256,address.line1,"'RATNAGAR', H.NO: 1","RATNAGAR, H.NO: 1"
Modified,00256,address.line3,STREET NO: 1,STREET NO:1
Modified,00280,contact,0268-2550280,
Modified,01519,contact,01744-257459,
Modified,05169,coords,"['22.9940650000', '79.8777260000']","['22.9979630000', '79.8806360000']"
Modified,05169,address.line2,MAIN ROAD,"KAMLABAI NAGAR, NEAR MANAS SCHOOL"
Modified,05169,address.line1,H NO: 431,VISHWA SHANTI BHAWAN
Modified,05169,address.line3,,BARGI
Modified,00248,contact,02892-234480,
Modified,00248,address.line1,'TRILOK DARSHAN ART GALLERY',"TRILOK DARSHAN ART GALLERY, PLOT NO: 8260"
Modified,03818,mobile,9926139617,7223930291
Modified,02393,contact,01744-250081,
Modified,02393,address.line2,"NH -252, WARD NO:16",WARD NO:16
Modified,02393,address.line3,TAL:PEHOWA,"TAL:PEHOWA, NH-252"
Modified,01116,address.line3,ARJUN TANT HOUSE KE PASS PURANI BASTI,"NEAR ARJUN TANT HOUSE, PURANI BASTI"
Modified,01116,mobile,9893578563,"9893578563, 7089602455"
Modified,00259,contact,02894-223150,
Modified,00259,address.line1,GRAIN MARKET ROAD,"PLOT NO: 52106-6, GRAIN MARKET ROAD"
Modified,00259,mobile,,9427445956
Modified,03905,address.line1,SHIVADHARSHAN BHAVAN,"H.NO: 235, SHIVADHARSHAN BHAVAN"
Modified,00328,contact,0761-2627043,
Modified,00328,address.line2,GALLI NO: 1,GALLI NO:1
Modified,01763,address.line3,BEHIND VISHAL DEGREE COLLEGE,BEHIND BADRI VISHAL DEGREE COLLEGE
Modified,00246,contact,02824-222910,
Modified,00246,address.line1,'SHIVA VARDANI',"PLOT NO:7, SHIVA VARDANI"
Modified,90006,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,03880,coords,"['22.1746433334', '83.3511200000']","['22.1697770000', '83.3497360000']"
Modified,03880,address.line2,PURANA HUKMI COLONY,NEAR BUS STAND
Modified,03880,address.line3,BEHIND POLICE LINE,"TALAB ROAD, GHARGHODA"
Modified,03880,mobile,9406080277,"9098769442, 7247435172"
Modified,03881,mobile,"9424230396, 9424230396",7354130616
Modified,01395,contact,0832-2472010,
Modified,01395,address.line1,"HOLY PALACE, HOUSE NO: 1395","HOLY PALACE, HOUSE NO: 188/1"
Modified,01395,address.line3,CANCA- PARRA,"CANCA- PARRA, CANCA-VERLA ROAD"
Modified,01395,mobile,9923826919,"9923826919, 9373711845"
Modified,03259,contact,07868- 222522,
Modified,03259,address.line1,HOUSE OF SONAM MARKAM,"H.NO: 14, HOUSE OF SONAM MARKAM"
Modified,03259,address.line3,PANDRIPANI,"CIVIL LINES, PANDRIPANI"
Modified,02380,mobile,"9461041211, 9460594565","9588838595, 9414154464"
Modified,02962,mobile,"6352360813, 8140996653","6352360813, 7977474055"
Modified,05456,address.line2,WARD NO-14,"NEAR SAMTA HIGH SCHOOL, WARD NO-14"
Modified,05456,address.line3,NEAR SAMTA HIGH SCHOOL,GAUSAGHAT ROAD
Modified,90001,region,INDIA,MADHUBAN SISTER CONCERNS
Modified,03195,mobile,9513096360,"9739804644, 9503171139"
Modified,05364,coords,"['22.2141480000', '69.6592180000']","['22.2117500000', '69.6593700000']"
Modified,05364,address.line2,STATION ROAD,YOGESHWAR NAGAR
Modified,05364,address.line1,"H NO: 241/11, BEHIND NARSHI BHAWAN",H NO: 02/149
Modified,05364,address.line3,TIRUPATI SOCIETY,KHAMBHALIYA
Modified,05682,address.line2,"GALLAMANDI, NEAR NADEEM BAKERY",NEAR NADEEM BAKERY
Modified,05682,address.city,LUCKNOW,MALIHABAD
Modified,05682,address.line3,"MALIHABAD, TAL: MIRZAGANJ","GALLAMANDI, TEH: MIRZAGANJ"
Modified,04734,mobile,8985049717,"8985049717, 9573022910"
Modified,00273,contact,02763-270602,
Modified,02819,address.line2,"KEELAKUILKUDI ROAD, VADIVELKARAI","BRAHMA KUMARIS STREET, NEAR KASI THEATRE,  VADIVELKARAI"
Modified,02819,address.line1,"'SHIV SHAKTI BHAWAN', H.NO:3/185","'SHIV SHAKTI BHAWAN', H.NO: 3/185"
Modified,02819,mobile,9487951255,"9487951255, 6380603008"
Modified,02358,coords,"['18.4727633000', '73.8636017000']","['18.4662200000', '73.8635100000']"
Modified,02358,address.line2,"FLAT NO:5, NEAR BHARAT JYOTI BUS STOP","MANSI CO-OP HOUSING SOCIETY, NEAR SUVARNAYUG BANK"
Modified,02358,address.line1,"SHENDKAR HEIGHTS, SY.NO: 236, 2ND FLOOR","SY.NO: 669/2, C WING, FLAT NO 2, FIRST FLOOR"
Modified,02358,address.line3,"LAXMAN DADUJI BIBWE ROAD, BIBVEWADI","SUVARNAGARI, BIBVEWADI"
Modified,02589,district,Raigarh,Sarangarh Bilaigarh
Modified,02589,district_id,2294,7818
Modified,02929,contact,011-27531675,
