ChangeType,branch_code,FieldName,OldValue,NewValue
Added,05641,,,"{""name"": ""BHILODA"", ""branch_code"": ""05641"", ""address"": {""line1"": ""PLOT NO: 16,17, GYAN TIRTH"", ""line2"": ""NARSOLI ROAD"", ""line3"": ""TIRUPATI SOCIETY"", ""city"": ""BHILODA"", ""pincode"": ""383245""}, ""email"": """
Added,05640,,,"{""name"": ""HALIVANA"", ""branch_code"": ""05640"", ""address"": {""line1"": ""GEETHA GNANAMURTH BHAWAN"", ""line2"": ""HARALAHALLI MAIN ROAD"", ""line3"": ""TAL: HARIHAR"", ""city"": ""HALIVANA"", ""pincode"": ""577530""}, ""emai"
Modified,01507,name,DEHRA,DEHRA (KANGRA)
Modified,01507,mobile,"9418631196, 88914116941","7018513569, 9805691498"
Modified,01507,address.line3,PURANA BAZAR,
Modified,01507,address.line2,WARD NO.4,"WARD NO.4, PURANA BAZAR"
Modified,01507,contact,01970-233486,
Modified,02196,name,ZIRA,ZIRA (FEROZEPUR)
Modified,02196,contact,01682-254047,
Modified,02271,mobile,7019106066,"7019106066, 9880614590"
Modified,02271,email,,ganganagar.blr@bkivv.org
Modified,04910,mobile,7003879328,"9038116285, 9477233540"
Modified,01567,mobile,"9414154434, 9352124641",9352124641
Modified,03703,mobile,9712446787,9265632213
Modified,03703,contact,02827-244592,
Modified,05605,name,DELAD,DELAD (SURAT)
Modified,05605,mobile,"6351448548, 8780261721","6351448548, 6352335258"
Modified,00435,email,gadag@bkivv.org,basaveshwaranagar.gdg@bkivv.org
Modified,03411,mobile,9457054885,"9457054885, 8791126097"
Modified,03411,address.line2,"UMESH PURI, UMESH PURI GALI","UMESH PURI GALI, NEAR MITHLESH VATIKA, UMESH PURI,"
Modified,01841,district,ANANTAPUR,ANANTAPURAMU
Modified,01841,address.line3,INDIRA NAGAR ROAD,
Modified,01841,address.line2,"RAJYOGA BHAWAN, BESIDE C.P.I OFFICE","BESIDE C.P.I OFFICE, INDIRA NAGAR 1ST ROAD"
Modified,01841,address.line1,"SURVEY NO: 523/C1, PLOT NO: 169","SURVEY NO: 523/C1, PLOT NO: 169, RAJYOGA BHAWAN"
Modified,04737,name,AMRAVATI SANKALP COLONY ,AMRAVATI BIYANI CHOWK
Modified,04737,coords,"['20.9370471000', '77.7833993000']","['20.9385600000', '77.7818300000']"
Modified,04737,mobile,"8308341774,  9975217616","9975217616, 8766404689"
Modified,04737,address.line2,SANKALP COLONY,NEAR BANK OF MAHARASHTRA
Modified,04737,address.line1,H NO: 4,"FLAT NO: 101, HARMONY HOUSE"
Modified,01418,address.line1,"SAGAR HERITAGE, 1ST FLOOR","SAGAR HERITAGE, 1ST FLOOR, FLAT NO: 1 TO 10"
Modified,01418,contact,0253- 2467322,
Modified,01857,coords,"['16.2388965000', '80.0532039000']","['16.2332080000', '80.0432110000']"
Modified,01857,address.line3,RAJA GARI KOTA ROAD,"ARUNDALPET , NARASARAOPET"
Modified,01857,address.line2,MEDICAL COMPLEX,"STATION ROAD, NEAR SRI CHAITANYA BOYS JUNIOR COLLEGE"
Modified,01857,address.line1,H.NO: 2-4-80/9,"H.NO: 9-3-10, BHAGYA VIDHATA BHAWAN"
Modified,01857,contact,08647-227123,
Modified,02093,mobile,8511539086,9773417818
Modified,02093,address.line3,"NEAR BUS SATAD, TILAKWADA",TILAKWADA
Modified,02093,address.line2,OPP: NARMADA TEMPLE,"OPP: NARMADA TEMPLE, NEAR BUS SATAD"
Modified,02093,address.line1,"H.NO-4/36, N. CHALI BAZAR","H.NO: 4/36, N. CHALI BAZAR"
Modified,00126,mobile,9438154729,"9438154729, 7848949251"
Modified,00126,address.line3,"SHAILASHREE VIHAR, CHANDRASEKHARPUR",CHANDRASEKHARPUR
Modified,00126,address.line2,NEAR SASWAT VIHAR ROAD,"NEAR SASWAT VIHAR ROAD, SHAILASHREE VIHAR"
Modified,00126,contact,0674- 2721858,
Modified,04030,address.line2,NEAR SHREE HARI CLINIC,"NEAR SHREE HARI CLINIC, 30 FEET ROAD"
Modified,00451,mobile,9482598535,"9482598535, 8310650155"
Modified,03991,mobile,8908834775,"8908834775, 7978195281"
Modified,03991,address.line1,"PLOT NO: 81, KRISHNA CHANDRA MALLICK","PLOT NO: 81, 85 KRISHNA CHANDRA MALLICK"
Modified,02938,mobile,7259819567,"7259819567, 7892709717"
Modified,04083,name,ARKI,ARKI (SOLAN)
Modified,01488,contact,07252- 233106,
Modified,05250,address.line3,"TAL: CHORYASI,  LIMBAYAT","TAL: CHORYASI, LIMBAYAT"
Modified,05250,address.line1,"H NO: A/80, PANCHVATI TOWNSHIP","WARD NO-19, SY NO-38/1, H NO: A/80, 20, PANCHVATI TOWNSHIP"
Modified,04814,coords,"['28.9894300000', '77.7302960000']","['28.9879590000', '77.7312420000']"
Modified,04814,mobile,"7500923329, 6398289369","7500923329, 8126513329"
Modified,04814,email,,prabhatnagar.mrt@bkivv.org
Modified,04814,address.line3,PRABHAT NAGAR,"NANGLA BHATTU SADAR, PRABHAT NAGAR"
