ChangeType,branch_code,FieldName,OldValue,NewValue
Added,03153,,,"{""name"": ""ZIRAKPUR BADAL COLONY"", ""branch_code"": ""03153"", ""address"": {""line1"": ""H NO: 114, DIVINE LIGHT HOUSE"", ""line2"": ""BADAL COLONY, NEAR BALAJI TIMBER"", ""line3"": ""NR. AMBALA CHANDIGARH ROAD, TAL: "
Added,01257,,,"{""name"": ""YEMMIGANUR"", ""branch_code"": ""01257"", ""address"": {""line1"": ""D NO: 1/1282-2, 'RAJYOGA BHAWAN'"", ""line2"": ""NEAR LIC OFFICE, H.B.S. COLONY"", ""line3"": ""YEMMIGANUR"", ""city"": ""YEMMIGANUR"", ""pincode"
Added,01361,,,"{""name"": ""ZAHEERABAD"", ""branch_code"": ""01361"", ""address"": {""line1"": ""PLOT.NO: 28, PANCHMUKHI HANUMAN TEMPLE"", ""line2"": ""ADARSH NAGAR, MAIN ROAD"", ""line3"": ""ASVEEN COLONY"", ""city"": ""ZAHEERABAD"", ""pinco"
Added,00446,,,"{""name"": ""YELLAPUR TAPOVAN RETREAT CENTRE"", ""branch_code"": ""00446"", ""address"": {""line1"": ""S.NO: 103, VALUES, SPIRITUALITY AND YOGA CENTRE"", ""line2"": ""TAPOVAN RETREAT CENTRE, MUNDAGOD ROAD"", ""line3"": """
Added,02073,,,"{""name"": ""ZIRAPUR"", ""branch_code"": ""02073"", ""address"": {""line1"": ""PANJIKARAN SANKYA: 160"", ""line2"": ""NEAR BUS STAND"", ""line3"": ""CHAMUNDA MATA MANDIR ROAD"", ""city"": ""ZIRAPUR"", ""pincode"": ""465691""}, ""em"
Added,05051,,,"{""name"": ""ZIRAKPUR SAVITRY ENCLAVE"", ""branch_code"": ""05051"", ""address"": {""line1"": ""H NO: 5A, SWADARSHAN DHAM, GROUND FLOOR"", ""line2"": ""PARK VIEW, V.I.P. ROAD"", ""line3"": ""SAVITRY ENCLAVE- GATE NO-2"", """
Added,04078,,,"{""name"": ""ZANKHVAV"", ""branch_code"": ""04078"", ""address"": {""line1"": ""PLOT NO: 6,7,8, RAMDEV SOCIETY"", ""line2"": ""BEHIND SURAT DISTRICH BANK"", ""line3"": ""MANDVI ROAD, TAL: MANGROL"", ""city"": ""ZANKHVAV"", ""pi"
Added,02560,,,"{""name"": ""YEOLA"", ""branch_code"": ""02560"", ""address"": {""line1"": ""FLAT NO: 7 & 8, SIDDHI SAMRATH APARTMENT"", ""line2"": ""OPP: ABHINAV BALVIKAS MANDIR"", ""line3"": ""PATEL COLONY, VINCHUR ROAD"", ""city"": ""YEOL"
Added,05115,,,"{""name"": ""ZARI"", ""branch_code"": ""05115"", ""address"": {""line1"": ""H NO: 687"", ""line2"": ""SAWANT GALLI"", ""line3"": ""NEAR MAHADEV MANDIR"", ""city"": ""ZARI"", ""pincode"": ""431540""}, ""email"": """", ""contact"": """", ""c"
Added,01009,,,"{""name"": ""CUTTACK BIDANASI"", ""branch_code"": ""01009"", ""address"": {""line1"": ""PLOT NO: 58/1294, GYAN UDAYA BHAWAN"", ""line2"": ""KATA NO:39-D1, WARD NO-8, GAYATRI NAGAR, LANE-3"", ""line3"": ""NEAR MORDEN PUBLI"
